,Employee_ID,Gender,Relationship_Status,Education_Level,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Compensation_and_Benefits,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,EID_23371,F,Married,4,1,1,7.0,3.0,type2,-1.1491665083522542,-1.0481387247380192,-1.1931400821521099,0.06166042334555408,1.3420891260368966,0.22593320285061483,0.029267297733541357,0.1560203802489589,-1.0899485764888588,1.527611287714231,1.3242831785343006,0.31654849173740673,-1.6654051798548388,-0.9949642430545779,-0.8977258740471011,-0.05411872085754832,-0.7887958292250414,0.7993807047381545
1,EID_18000,M,Single,3,0,3,6.0,4.0,type2,-0.1745571333522541,-0.16752349036301917,-0.12429242590210997,-1.0025924300480007,0.08912892095877159,-1.323627344024385,0.9423532352335413,0.3288719427489589,-0.2254466233638587,-1.801459757207644,-1.1479763429500744,1.1817828667374068,0.3033448201451612,-0.21444666492957784,-0.08632450685960111,-0.21451911148254832,0.013999580931208568,-0.8744474202618455
2,EID_3891,F,Married,3,0,2,8.0,1.0,type2,-0.08666650835225409,-0.07938872473801917,-0.09157758215210997,1.411330833501804,0.07109303228689659,0.05405820285061482,0.07614229773354136,-0.027573369751041098,-0.0235423264888587,-0.0016855872857691214,1.3799472410343006,0.22865786673740676,-0.024780179854838817,0.00894200694542217,-0.012960249047101104,3.055256279142452,5.525657295774959,1.2368807047381545
3,EID_17492,F,Single,3,1,3,8.0,1.0,type2,-0.2775844771022541,-0.29935942786301917,-0.34182172277711,-0.7513335799503443,0.30745167486502156,1.247905859100615,-1.6223440303914587,0.7614891302489589,-0.0643138108638587,0.08324483263610588,-0.28866237810632445,0.24306216361240676,1.0032959920201612,3.4525455225704222,-0.1402795849846011,-0.7025562208575483,-0.07205998938129143,-0.01897867026184548
4,EID_22534,F,Married,1,1,3,2.0,3.0,type3,0.014895991647745903,0.02998627526198084,0.06857866784789003,-0.6213229750919459,-0.06416087396310341,-1.442035547149385,0.24411104773354136,0.2888328802489589,-0.1211985764888587,-1.844459024785769,1.5728183347843006,0.11342349173740676,0.3072510701451612,-0.14340174305457784,0.012430375952898896,-0.21036872085754832,0.02956354577495857,-0.38811929526184547
5,EID_2278,M,Married,3,2,5,9.0,1.0,type2,0.2570834916477459,2.608111275261981,0.30100054284789,0.7696682358455541,-0.26289134271310344,0.9173394528506148,0.38668917273354136,0.8708641302489589,0.1092701735111413,-0.04074808728576912,1.6597323972843006,0.06361880423740676,1.0845948201451612,0.005035756945422169,0.1257116259528989,-0.7650562208575483,0.056907295774958566,-1.3568692952618455
6,EID_18588,F,Married,4,1,1,6.0,2.0,type2,0.7100653777400042,3.0960470513264555,0.7703484988987149,-1.484934595866096,-0.6232511110169608,-1.8386220669304578,0.7375233253892748,0.0382434776724691,0.35055277136888996,-0.1843189918667102,0.22116727649369405,-1.8247585681527199,0.22705597194870736,0.237915856744195,0.4348446006455173,-0.10263907538630904,0.1442778082776814,-2.191434063351796
7,EID_1235,F,Married,3,1,4,6.0,2.0,type3,0.09971381524000422,0.08725798882645557,0.19710631139871496,1.2981312000323415,-2.1231290407044607,-1.4831533169304578,0.27512098163927484,0.3458606651724691,-0.07229879113111001,-0.04198500749171019,0.013891885868694054,-1.5784206775277199,0.32178253444870736,-0.12145914325580501,0.10183678814551728,-0.24131095038630904,0.1313383551526814,-1.3789340633517957
8,EID_10197,M,Single,4,0,1,9.0,4.0,type0,-0.2409633833522541,-0.30033599036301917,-0.10671430090210997,0.03048862463949939,-0.03587107904122841,-1.227924219024385,0.8661813602335413,0.6726219427489589,-0.3387278733638587,0.01006368029235588,-1.0683864992000744,1.2247516167374068,0.4127198201451612,-0.4722591649295778,-0.1331995068596011,-0.3629566114825483,0.14778864343120857,-3.6244474202618453
9,EID_21262,M,Married,3,0,2,5.0,4.0,type3,-1.3368096222599959,-1.2398904486735445,-1.325354626101285,0.458302708821404,1.4172762327330393,1.3020029330695422,-0.13161729961072516,1.0733997276724692,-1.26272847863111,1.5285716331332897,-0.32131319225630595,-1.2925320056527199,1.1215872219487073,-1.152709143255805,-0.9635928993544827,-0.856545325386309,-0.7365815667223186,0.15231593664820425
10,EID_9153,F,Single,5,1,1,6.0,3.0,type3,-0.2775844771022541,2.052203072136981,-0.22658734777710995,1.8357635880184056,0.1595024561150216,1.236187109100615,-1.5696096553914587,1.0075828802489588,-0.1854075608638587,0.06176045763610588,-0.13778347185632445,0.19521060111240676,1.1126709920201612,-0.20370447742957784,-0.1441858349846011,-0.8314624708575483,0.01973688561870857,-1.1752286702618455
