,Employee_ID,Gender,Relationship_Status,Education_Level,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Compensation_and_Benefits,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
0,EID_23371,F,Married,4,1,1,7.0,3.0,type2,-0.13333216742522505,-1.0624084362488933,0.002728542826155118,1.745344058569038,-0.10664328861748545,-1.422772736518684,2.4623523839849897,-0.2762133310637699,0.7521613080515877,0.2155533626665162,-0.31368293003309866,0.028858612183644616,0.1763094465342218,-0.2634706668132154,0.36497923861900383,0.41889693793526916,0.3012763728629084,0.26662445509147137
1,EID_18000,M,Single,3,0,3,6.0,4.0,type2,-1.21920028777106,-1.202875732663401,-1.7951040941766025,-1.639100656200412,0.3894423532203217,0.9023449173817215,-0.9122663057673747,-1.0381389539918324,1.7111721501499388,0.9691619454119058,-0.646788380174636,-0.029895436274324692,-0.046954296075381256,0.20062290148976913,-0.16588672886421135,-0.007915443638928168,0.21665219906520777,0.31387023552391535
2,EID_3891,F,Married,3,0,2,8.0,1.0,type2,1.7907636886276033,-0.568488480314317,-0.405477507518865,1.2371544320874381,-0.5813593694014321,-0.35430707264437955,-1.060375606804257,0.7881114783325565,0.6497972420195353,-0.9320718862523795,2.843754616293822,1.620027556648524,-0.7335492945333411,-2.0296392833025467,1.0292954289272656,3.48156574521084,-0.860403078211464,4.156282413836515
3,EID_17492,F,Single,3,1,3,8.0,1.0,type2,-1.0609557934580829,2.6480351641356106,-0.5315387601228861,-0.26837733909946077,0.6240444978248765,0.3233322096467415,-0.006962111562027621,0.13823676407474156,-0.14886114316730203,-0.6444798440966085,-0.02816253604507185,0.3743354012307452,0.43946944633468354,0.815482504464516,4.10819744195941,-1.1052758121335646,-1.2703499894393746,-0.3304104759424579
4,EID_22534,F,Married,1,1,3,2.0,3.0,type3,-0.7677775555871758,-1.4434219863777868,-1.2951273958923408,1.5182882765489556,0.17794052326582738,1.0611676932611787,-1.3454766815840873,-0.9217015857031461,1.7792133384740951,0.5471865615700219,-0.5702590797561173,-0.067298296955362,0.1831796885544598,0.04489910506609343,0.5026890765616179,-0.5821808387122469,0.718494265534623,0.38877804324809817
5,EID_2278,M,Married,3,2,5,9.0,1.0,type2,0.8605163734461073,1.1496722213733022,-0.942228405467072,2.065037725953048,-1.8646032013662917,0.017131930821451317,-0.5499899269886003,-0.04013014915969691,-0.7053879977845257,-0.7789421493424903,-0.2986665550519735,0.16124742592797264,3.151142960784149,-0.3493722970121488,-1.7375837049195344,0.3696587037207377,-0.42960385502971854,0.16788151235570198
6,EID_18588,F,Married,4,1,1,6.0,2.0,type2,-1.9945827230807054,-1.0687370320459741,1.088359676488907,0.003516178902385535,-0.1539073943254108,1.8744602660658403,-0.7053824974521213,-0.1840138837305204,-0.7263399051207038,-0.49580815748016016,-0.01944988265895875,-0.32436204176764516,3.488324986246994,0.049558903559273365,-1.1562282252971559,-0.46649316695706167,-0.7006371792458261,0.3358544745070328
7,EID_1235,F,Married,3,1,4,6.0,2.0,type3,2.6205616742690916,-0.9927039623771287,1.1907281299529844,-0.18542839206439551,0.30538451585747806,1.8444676422183284,-0.4568688595059048,-0.6258742112092438,-1.2279608441706207,2.69746693090205,0.35901125294532077,0.3420157901582031,-0.12913180933929025,0.18063615825434445,-0.2850158678691619,0.17385569780302412,-0.33888420927062485,0.23531938905037014
8,EID_10197,M,Single,4,0,1,9.0,4.0,type0,-0.5421849967966205,-1.0148042979807594,-1.4996160624240003,-1.2639797853614265,0.15366897909159857,1.3848515201150944,0.11636223023282397,-0.6970530586422723,-0.7838191035448474,0.24385661727730176,-0.5809560389920257,0.04755035948059698,0.2744346298521154,2.2999557396758266,-0.8803864872274215,3.441632909168674,-1.7282685935623463,-2.3725151831422675
9,EID_21262,M,Married,3,0,2,5.0,4.0,type3,1.2390709731844585,0.8828221997469022,1.7641739032735417,-0.39705417518758696,-1.5533092330526805,1.121143352339712,1.786199107278691,0.10925822309323732,0.8267137211280957,0.2949513969089764,-0.2804346021491011,0.1563386185836602,0.21737406532335135,-0.035534383340797254,0.08902645828097622,0.015772978907122433,0.4099883617642327,0.23368311966898225
10,EID_9153,F,Single,5,1,1,6.0,3.0,type3,2.709597086330647,2.3838511480738704,-0.503592298345988,0.16504186216708558,0.5151467002558363,0.39211344027764816,-0.4095721426320596,0.7137499970921654,-0.43735169437622046,-1.0776473300226193,-0.06099499892737893,-0.35759027169059476,3.2491409669153826,-0.42247374670920224,-0.9793883328070155,-0.41558399838327703,-0.4374476125891132,0.23090074273871963
11,EID_19087,F,Single,5,1,2,5.0,1.0,type4,-2.5910463830772716,-1.0353941948453376,-1.1935170684339222,-1.2532968515127298,0.37859424191835234,0.8577654233590393,0.06678762306171755,-0.5093905669192526,-1.0273999640696798,-0.5858454648123267,-1.7685743956633613,2.081411402544263,-1.1522234187181768,-0.08646478535020846,-1.4609030831658056,0.0751623733811591,-0.8285881303357289,-0.11569754868577345
12,EID_4825,M,Married,3,0,2,7.0,1.0,type2,1.9694355352281578,1.4429487767842744,-0.6983361951119961,1.9981603213460104,-1.4045357551055635,-0.25344302645583944,-0.13096192107132143,-0.41915525571609447,-1.1647854857527498,2.142833782374444,0.41341189415863655,0.5948418638934563,-0.5475069853143348,-0.001670324481427815,-0.7348537591823681,0.06295474361680252,-0.3743289156404619,-0.12860648787746504
13,EID_17644,F,Single,4,1,3,8.0,3.0,type2,-1.5934252295064204,-0.8585767403415067,-0.5212211734835114,1.5325927795234557,-0.6220453562746354,-0.946407022403815,-1.9440196503231733,1.4436168603053998,1.9444616600080822,0.44978200980419153,-0.8324440320510549,-0.9022292546787702,-0.3692541456816663,-0.05443873649447964,0.38151115165665755,-0.609168902072893,0.4756292808312085,-0.2697767322660048
14,EID_20902,F,Married,3,0,2,9.0,3.0,type2,-2.420056765623658,-0.5447047581441424,1.5945556394128455,-0.5583822234249357,-0.9434579580009428,-0.15885433894392406,-1.0344263819452268,1.8260435048560324,-0.4200453817570324,-0.32407410689529287,-0.15480084079063505,-0.44477738382946364,0.11385716060768426,1.192874537852615,3.897770672578805,-1.3849831523768512,-1.8015039834520439,-0.8411963339738822
