,Employee_ID,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
0,EID_23371,F,Married,Franklin,IT,Conceptual,type2,-0.04169028705251947,-1.489523038072171,-0.714861530841216,-1.9853307679450698,1.1748851892823242,-0.9955285544221537,-0.4586802831304508,-0.20643016685963614,-1.017393934347219,-0.01184242065554584,-0.7239021174656655,-0.3724771425354577,-2.3499893143908808,0.9613733079795588,0.04011880418704116,0.19929375031143673,0.46067777381432073,-0.025697344103843243,-0.5794671941389499,-0.14049233478019885,-0.512879532183426,0.5655213090029144,-0.5944980547109223,-0.0955308518307154
1,EID_18000,M,Single,Springfield,Logistics,Analytical,type2,-1.5135158303427427,-1.0251975760223606,1.477252782715387,1.956764749395855,0.21423238390428154,0.6334968323480026,2.210010075517666,-1.5346000219361606,-0.41566180043516116,0.33370139000279075,1.3054908556480986,0.30626858172211757,-0.46286417813317476,0.2925086577914913,0.08197207564283158,-0.5951211155423841,-0.4918974131193543,-0.3312222633913364,-0.43776170199364134,-0.1543316909187429,-0.4453245126007613,0.6072754069906585,-0.2547948987435201,0.5329830392026335
2,EID_3891,F,Married,Clinton,Quality,Conceptual,type2,1.769957543144164,-0.288769466760656,1.9827082204266797,1.567790411618281,-1.6872732210128834,-1.210822674354005,0.5961841962943367,1.8663123056886772,-0.3010770385007543,0.606008906178106,0.1872209535256718,-0.3808538425580731,0.04565157387066848,-0.33605434488902786,0.03796657819664347,-0.43740124069155345,-0.5336171025254541,-0.1979700708509136,-0.1816770677683132,-0.061965476565319,0.09174741603999811,0.11570072469368367,-0.05347301142028226,0.08308144188429584
3,EID_17492,F,Single,Lebanon,Human Resource Management,Behavioral,type2,-0.9842624181869359,-1.507104721258237,-1.0531255937627677,1.0737024825169899,-1.688800207240534,-1.4013682105450824,0.013883742909338616,1.8353143563431402,-0.10813913981584235,0.7187301673497389,0.5462702391340946,-0.3013828744109933,0.08746319625106125,-0.4373575984790355,-0.031181817744730993,-0.4940578195498242,-0.5023692480552994,-0.33241090469517764,-0.2608517379751081,-0.026878743348224828,0.14637856151222295,0.06876398703934626,0.05750121746220309,-0.059821559612111885
4,EID_22534,F,Married,Springfield,Logistics,Conceptual,type3,-1.032581536305379,1.198121050005423,-1.711485155780516,-0.5434288038782943,1.5989338512846658,-1.1993612416560677,-0.6425528190446256,-0.12354335086245098,1.609998124914819,-1.165804377008236,-0.6447687019465844,0.006273994022942781,0.3161568086941002,1.6003444331810446,0.5829258218005665,-0.1224043237969631,-1.9728562332400594,2.0295512199976713,1.8657334738914357,-3.178953340910184,0.5938676723972415,-0.9221753727537516,-1.0169738372556976,-0.2965231201715978
5,EID_2278,M,Married,Lebanon,Purchasing,Conceptual,type2,0.9846682546328475,-0.7408665384033879,1.1662901168315798,1.1716321113774346,-1.4849871153587881,-0.6406106100837823,-1.9097415897045709,-0.8810407881599773,-0.3713968242276001,0.09035608843139319,0.6990149163772187,-0.8174302724803023,0.758510277422935,-0.28225438737561714,2.1138829278913356,-0.3475262301333902,0.8461697856061822,-0.37777431918594884,2.092991116799961,1.4298498997181461,-1.74222091743606,-1.5096964343546733,-0.13992163671792676,-1.0042898938043605
6,EID_18588,F,Married,Springfield,Purchasing,Directive,type2,-1.5011395359246087,-1.4968078644549467,-1.0272819306127392,-1.6029133096949753,0.15571665314473124,2.0720099449872826,0.8004202008493874,0.1434336020644874,-1.8732738241099793,-0.7074867509325055,0.8904943576170901,0.1974159902196741,0.22841299556544706,0.5084209937816525,-0.24749695605689354,-0.385722435557795,-0.6348783278833035,-0.3347415716708783,-0.14450308813079335,0.12262264569062475,0.18600336504788806,-0.39470411420576956,0.1577978440529059,-0.15403788012635378
7,EID_1235,F,Married,Springfield,Sales,Directive,type3,2.435178726677708,1.914849595733661,-1.607781500914223,1.465469133035448,0.43397045793239253,1.8454074278878287,0.5630354364970308,0.1452904022924898,-1.6976993115218781,-1.1964161708336285,1.0440627614667326,0.16726880833596364,0.12189000083748275,0.018384816425025208,-0.30531334713482,-0.7711896134165249,-0.22516993911521158,-0.01644213016752799,-0.052349626333189514,0.06722458592154285,-0.5458280998370073,0.21275287402748144,-0.8049803876753457,0.8006428673779259
8,EID_10197,M,Single,Springfield,Production,Analytical,type0,-0.3593437452161021,1.1565744771474862,1.232609696841927,-0.9763260722348082,-0.2511588533881598,0.2727135485380752,2.347836476044615,-2.0372334715074807,0.28049600760845095,1.3703770502125536,-1.2863345836026217,-0.49122670436122423,0.4305448597022919,1.2407134892098164,4.31620302405972,1.0269061484812807,0.7179547806550786,-3.316059149280395,2.4481091315001713,0.7598626238199653,-0.5811349630095015,-1.5093801004313665,0.5304526474207846,0.6811984465863765
9,EID_21262,M,Married,Lebanon,IT,Directive,type3,0.20660679385075156,2.0181505037582683,1.1526775594404832,2.1566286603361844,0.007457552366797407,0.7849152072180574,0.6724505645072207,-1.3937438853500692,0.7630676811072441,1.436250914526852,-1.294326582781766,1.7883811261173823,-0.5364933818109542,-0.3919901698341834,0.030391705079639113,-0.13269911142166557,-0.3852718657305253,-0.23582563802385578,-0.547380964756406,0.027089381692481575,-0.2849840611337007,0.21624193030148414,-0.530167720974573,-0.06127684300146009
